Hospital_Name,Department,Doctor,Dr_image,About_dr
University Hospital Frankfurt am Main,Ophthalmology,Prof. Dr. med. Thomas Kohnen,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Thomas Kohnen is an esteemed ophthalmologist with an impressive career spanning over 41 years. He currently works at the Department of Ophthalmology at the University Hospital Frankfurt am Main of Goethe-University in Germany. Dr. Kohnen has a specialization in ophthalmology and is known for his extensive experience and expertise in the field. Throughout his career, Dr. Kohnen has made significant contributions to ophthalmology. He has published a staggering number of 898 scientific publications, highlighting his commitment to research and advancing the field. His research focuses on various areas, including cataract surgery, refractive surgery, and corneal interventions. Dr. Kohnen's exceptional achievements have earned him numerous prestigious awards and recognitions. He has been honored with awards like the Goar Award from the Baylor Alumni Meeting, the Kiewiet de Jonge Medal from the European Society of Cataract and Refractive Surgeons, and the German Ophthalmological Society Gold Medal. His contributions to teaching have also been recognized with a Prize for Extraordinary Commitment to Teaching. With his vast knowledge, experience, and dedication, Prof. Dr. med. Thomas Kohnen is renowned for his expertise in refractive surgery and cataract choice. Patients can trust in his exceptional skills and innovative treatments, making him a highly regarded and respected figure in the field of ophthalmology."
University Hospital Frankfurt am Main,Obstetrics,Prof. Dr. med. Frank Louwen,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Frank Louwen is a highly accomplished doctor specializing in obstetrics and gynecology, clinical genetics, and sports medicine. With over 34 years of experience, he has established himself as a leading expert in his field. Currently practicing at the University Hospital Frankfurt am Main in Germany, Dr. Louwen serves as the Director of the Department of Obstetrics. Dr. Louwen's extensive career is marked by numerous accolades and accomplishments. He has received prestigious prizes from various medical societies, including the German Society for Prenatal and Obstetric Medicine and the German Society for Perinatal Medicine. His expertise is further demonstrated by his board memberships in organizations such as the German Society of Gynecology and Obstetrics and the International Federation of Gynecology and Obstetrics. In addition to his clinical work, Dr. Louwen has contributed significantly to the field through his research and publications. His scientific publications cover a diverse range of topics, from the association of anemia and co-morbidities to the development of a short form of the Personality Styles and Disorder Inventory. These publications showcase his dedication to advancing medical knowledge and improving patient care. With his wealth of experience, numerous accolades, and extensive research contributions, Prof. Dr. med. Frank Louwen is highly regarded in the field of obstetrics and gynecology. Patients can trust in his expertise and specialized knowledge, making him an excellent choice for their healthcare needs."
University Hospital Frankfurt am Main,Nuclear medicine,Prof. Dr. med. Frank Grunwald,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Frank Grunwald is an experienced nuclear medicine specialist with 39 years of experience. He completed his medical studies at the University of Bonn and went on to obtain his doctoral degree and board certification in nuclear medicine. Dr. Grunwald is currently working at the Department of Nuclear Medicine at the University Hospital Frankfurt am Main of Goethe-University in Germany. His extensive research and publications highlight Dr. Grunwald's career. He has published 552 scientific papers, including studies on the use of PET/CT in risk stratification of surgical NSCLC patients, microwave ablation of benign thyroid nodules, and detecting colonic neoplasms with minimal CT dose. His research focuses on improving diagnosis and treatment options in nuclear medicine. As co-editor of the standard German textbook in nuclear medicine, Dr. Grunwald contributes to disseminating knowledge in his field. He is committed to providing the highest quality care to his patients and staying at the forefront of advancements in nuclear medicine. With his expertise, extensive experience, and dedication to research, Prof. Dr. med. Frank Grunwald is considered an excellent doctor in the field of nuclear medicine. He is known for his contributions to the field and his commitment to improving patient outcomes."
University Hospital Frankfurt am Main,Neurosurgery,Prof. Dr. med. Marcus Czabanka,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Marcus Czabanka is an experienced neurosurgeon with 18 years of practice. He obtained his medical degree from the University of Heidelberg and later went on to complete his neurosurgery board certification and habilitation. Dr. Czabanka has an impressive track record with 187 scientific publications, demonstrating his expertise and dedication to advancing the field of neurosurgery. Dr. Czabanka has worked at renowned medical institutions such as the University Hospital Charite Berlin and is currently the Head of the Department of Neurosurgery at the University Hospital Frankfurt am Main of Goethe-University in Germany. His specialization in neurosurgery and extensive experience make him a highly skilled doctor in treating conditions related to the nervous system. One of the unique aspects of Dr. Czabanka's career is his focus on research and publications. His scientific publications cover a wide range of topics, including tumor vasculature, spinal metastases, and the benefits of preoperative exercise. This demonstrates his commitment to staying up-to-date with the latest advancements in neurosurgery and providing the best possible care to his patients. In summary, Prof. Dr. med. Marcus Czabanka is a highly accomplished neurosurgeon with extensive experience and a focus on research. His expertise, dedication, and contributions to the field of neurosurgery make him an outstanding doctor in his profession."
University Hospital Frankfurt am Main,Neurology,Prof. Dr. med. H. Steinmetz,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. H. Steinmetz is an experienced neurologist specializing in vascular and cognitive neurology, stroke, and neuropsychology. With over 32 years of experience, Dr. Steinmetz is known for his expertise in these fields. He is currently the Head of the Department of Neurology at the University Hospital Frankfurt am Main of Goethe-University, where he also leads the section of neuropsychology. Dr. Steinmetz is a member of prestigious medical societies, including the German Multiple Sclerosis Society, the German Society for Neurointensive and Emergency Medicine, and the German Stroke Society. He has an impressive track record of 427 scientific publications covering a wide range of topics related to neurology and stroke. Some of his notable publications include research on the risk of Guillain-Barré syndrome after vaccination, genome-wide association studies on intracranial aneurysms, and exploring biomarkers for neuronal and glial damage. With his extensive knowledge and contributions to the field, Prof. Dr. med. H. Steinmetz is considered an authority in neurology. His dedication to improving patient outcomes and advancing scientific knowledge makes him a trusted and reliable healthcare professional. Patients can trust that they are receiving the highest quality care under his expertise at the University Hospital Frankfurt am Main of Goethe-University."
University Hospital Frankfurt am Main,"Gastroenterology, endocrinology, nutritiology",Prof. Dr. med. Stefan Zeuzem,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Stefan Zeuzem is a highly experienced and respected doctor specializing in internal medicine, gastroenterology, endocrinology, intensive care, and nutritional medicine. With 38 years of experience, he has established himself as a leading expert in his field. He currently works at the Department of Gastroenterology, Hepatology, Endocrinology, Diabetology, and Nutritional Medicine at the University Hospital Frankfurt am Main of Goethe-University in Germany. Dr. Zeuzem's impressive career includes extensive education and training at renowned institutions such as the University of Frankfurt, Newcastle upon Tyne, and Cambridge. He has also worked as a postdoctoral researcher at the prestigious Yale University Medical School. In addition, he has published an impressive number of 940 scientific publications, showcasing his dedication to advancing medical knowledge. Dr. Zeuzem is a member of several prestigious medical associations such as the American Association for the Study of Liver Diseases, the European Association for the Study of the Liver, and the German Society for Digestive and Metabolic Diseases. His involvement in various research groups and editorial boards highlights his commitment to staying at the forefront of medical advancements. With his extensive knowledge, experience, and dedication, Prof. Dr. med. Stefan Zeuzem is considered an exceptional doctor in his field. His expertise and research focus make him a valuable asset to his patients and the medical community as a whole."
University Hospital Frankfurt am Main,"Cardiology, nephrology",Prof. Dr. med. Stephan Fichtlscherer,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Stephan Fichtlscherer is an accomplished doctor with 28 years of experience specializing in internal medicine, interventional cardiology, nephrology, heart failure, emergency medicine, and intensive care medicine. He currently works at the Department of Internal Medicine (Cardiology, Angiology, and Nephrology) at the University Hospital Frankfurt am Main in Germany. Dr. Fichtlscherer's impressive career includes numerous accomplishments and positions of leadership. He has published over 300 scientific papers, demonstrating his commitment to advancing medical knowledge and improving patient care. His research focuses on various aspects of cardiology and vascular medicine, making him a valuable asset in the field. With his extensive training and qualifications, Dr. Fichtlscherer brings expertise to his practice. He has additional qualifications in interventional cardiology, heart failure, and emergency medicine, further enhancing his ability to provide comprehensive service. Known for his dedication and contributions to the medical community, Dr. Fichtlscherer has held positions such as Head of the Intensive Care Unit and Deputy Head of the Department at his current hospital. These leadership roles reflect his skill and proficiency in his field, highlighting why he is considered an exceptional doctor. Overall, Dr. Stephan Fichtlscherer's extensive experience, specialization, leadership positions, and research contributions make him a highly regarded and sought-after medical professional. Patients can trust in his expertise and dedication to providing the best possible care in cardiology and internal medicine."
University Hospital Frankfurt am Main,Infectious diseases,Prof. Dr. med. Maria J.G.T Vehreschild,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Maria J. G. T Vehreschild is an experienced and highly skilled doctor specializing in infectious diseases, internal medicine, and tropical medicine. With 17 years of experience, she has established herself as a leader in her field. She currently serves as the Head of the Department of infectious diseases at the University Hospital Frankfurt am Main of Goethe-University in Germany. Prof. Vehreschild's career is filled with notable achievements and recognition. She has authored a staggering 298 scientific publications, showcasing her expertise and commitment to advancing medical knowledge. Her research focuses on a wide range of topics, including the microbiome, Clostridium difficile infection, and COVID-19. She has received prestigious awards such as the Young Talent Award of the German Society for Mycology and the Best Abstract Award of the German Society for Hematology and Oncology. Prof. Vehreschild's extensive education and training have equipped her with a deep understanding of infectious diseases and their treatment. She has completed medical studies at renowned universities in Germany, France, and Brazil, as well as a doctorate and diploma course in tropical medicine. Her expertise is highly valued, as she is a member of the board of the German Society for Infectious Diseases and a Fellow of the European Confederation of Medical Mycology. With her exceptional skills, dedication to research, and leadership in the field, Prof. Vehreschild is undoubtedly an outstanding doctor."
University Hospital Frankfurt am Main,"Hematology, oncology",Prof. Dr. med. Hubert Serve,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Hubert Serve is an esteemed doctor specializing in hematology and oncology. With over 35 years of experience, he has established himself as a leading expert in his field. His extensive CV showcases a remarkable career trajectory, starting with completing his medical studies at the University of Heidelberg and obtaining his doctorate in 1988. Throughout his career, Dr. Serve has held various positions at renowned medical institutions, including the University Hospital rechts der Isar Munich, University Hospital Ulm, University Hospital Benjamin Franklin, and University Hospital Muenster. Since 2007, he has been the Chief Physician of the Department of Hematology and Oncology at the University Hospital Frankfurt am Main of Goethe-University. In addition, he serves as the Scientific Director of the University Cancer Center Frankfurt and a Regional Coordinator for the German Consortium for Translational Cancer Research. Dr. Serve's impressive list of 686 scientific publications highlights his dedication to advancing knowledge in his field. His research focuses on various topics, including cardiac involvement due to cancer-related treatment, autophagy and selective autophagy, and mutations in myeloproliferative neoplasms. Through his publications and extensive experience, Dr. Serve contributes valuable insights to the field of hematology and oncology. His expertise, dedication, and numerous accomplishments make it clear why he is highly regarded in his profession."
University Hospital Frankfurt am Main,"Gynecological endocrinology, reproductology",Dr. med. Annette Bachmann,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Dr. med. Annette Bachmann is a highly experienced doctor with 19 years of expertise in gynecological endocrinology and reproductive medicine. She currently works at the Department of gynecological endocrinology and reproductive medicine at the University Hospital Frankfurt am Main of Goethe University in Germany. Dr. Bachmann's impressive credentials include a doctorate with distinction from the Institute for Pathology at the University of Tubingen in 2004 and specialist training at the University Women's Clinics in Tubingen and Frankfurt. She became a specialist in gynecology and obstetrics in 2010. Dr. Bachmann's extensive knowledge and dedication to her field have earned her recognition and memberships in various medical associations, such as the German Society for Gynecology and Obstetrics, the German Menopause Society, and the European Society of Human Reproduction and Embryology. She is also a member of the permanent commission for reproductive medicine of the State Medical Association of Hesse and the Federal Association of Reproductive Medicine Centers in Germany. Dr. Bachmann's commitment to advancing reproductive medicine is evident in her coordination of international research cooperation and her focus on polycystic ovary syndrome. With her expertise and dedication, Dr. Bachmann provides top-quality care to her patients. Her position as the head of the Department of gynecological endocrinology and reproductive medicine at a prestigious university hospital further demonstrates her exceptional skills and knowledge in the field. Her numerous scientific publications, including a notable study on Follitropin delta as a treatment for ovarian stimulation, further establish her as a respected and influential figure in gynecological endocrinology and reproductive medicine. Patients can trust that they are in capable and expert hands under the care of Dr. med. Annette Bachmann."
University Hospital Frankfurt am Main,Gynecological oncology,Prof. Dr. med. Sven Becker,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Sven Becker is a highly experienced and accomplished gynecologist specializing in gynecological cancer, perinatal medicine, and surgical gynecology. With 29 years of experience, he has established himself as a leading expert. Prof. Dr. Becker currently practices at the Department of gynecological cancer at the University Hospital Frankfurt am Main of Goethe-University in Germany. Prof. Dr. Becker's impressive career includes extensive education and training at renowned institutions such as the Johannes Gutenberg University Mainz, University Rene Descartes Paris, Autonomous University Madrid, and Nihon University Tokyo. He has published 127 scientific articles and is a member of several prestigious medical societies, including the German Society for Gynecology and Obstetrics, the German Cancer Society, and the American College of Gynecology and Obstetrics. Prof. Dr. Becker's expertise, combined with his dedication to research and patient care, sets him apart in his field. His work focuses on tumor cell dissemination in breast cancer and the influence of systemic therapy. He is also involved in researching and developing innovative treatment approaches for gynecological cancer. Patients can trust in Prof. Dr. Becker's extensive experience and commitment to providing the highest quality of care."
University Hospital Frankfurt am Main,"General, transplant, thoracic surgery",Prof. Dr. med. Wolf O. Bechstein,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Wolf O. Bechstein is an experienced and highly skilled doctor specializing in general, visceral, transplant, and thoracic surgery. With over 40 years of experience, he has accumulated a wealth of knowledge and expertise in his field. Dr. Bechstein completed his medical studies at the Hannover Medical School and further expanded his knowledge by studying at King's College Hospital Medical School in London. He obtained his Ph. D. at the Hannover Medical School and became a specialist in surgery at the Surgical Clinic and Polyclinic of the Rudolf Virchow University Clinic in Berlin. He has also held various positions as a senior physician and director at prestigious medical institutions in Germany. His extensive list of scientific publications, calculating 1079, sets Dr. Bechstein apart. These publications reflect his dedication to advancing the field of surgery and highlight his expertise in areas such as liver tumors, hepatocellular carcinoma, and colorectal cancer liver metastases. His research focuses on innovative treatment methods such as chemoembolization combined with microwave and interstitial laser ablation. Dr. Bechstein is a member of several respected medical societies, including the German Society of Surgery and the German Cancer Society. He is recognized for his contributions to the field and his commitment to providing high-quality care to his patients. Dr. Bechstein currently practices at the Department of general, visceral, transplant, and thoracic surgery at University Hospital Frankfurt am Main of Goethe-University in Germany, where he continues to make a positive impact in the field of surgery."
University Hospital Frankfurt am Main,"Dermatology, allergology",Prof. Dr. med. Roland Kaufmann,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Roland Kaufmann is an experienced dermatologist and medical director at the Department of dermatology, venereology, and allergology at University Hospital Frankfurt am Main of Goethe-University in Germany. With 28 years of experience, he brings a wealth of knowledge to his practice. Dr. Kaufmann holds a specialist degree in dermatology and additional qualifications in allergology, phlebology, and maxillofacial surgery. Dr. Kaufmann's career is distinguished by his extensive research and contributions to the field. He has published several scientific papers, including studies on frontal fibrosing alopecia, atopic dermatitis, and calciphylaxis. His research focuses on improving treatments and finding innovative solutions for various skin conditions. Furthermore, Dr. Roland Kaufmann is the German Skin Cancer Foundation chairman and a member of the Society for Aesthetic Surgery of Germany. This highlights his recognition and involvement in the medical community. He is renowned for his expertise in dermatology, venereology, phlebology, allergology, and skin tumors. With his impressive credentials and dedication to advancing the field of dermatology, Prof. Dr. med. Roland Kaufmann is highly regarded in his profession. Patients can trust him to provide top-quality care and innovative treatment options for their skin concerns."
University Hospital Frankfurt am Main,Cardiovascular surgery,Prof. Dr. med. Thomas Walter,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Thomas Walter is a highly qualified doctor specializing in cardiovascular surgery and general surgery. He has an impressive CV, including a medical degree, a permit for medical practice, and qualifications in general and cardiovascular surgery. With his expertise, he is currently working at the Department of Cardiovascular Surgery at the University Hospital Frankfurt am Main of Goethe-University in Germany. Prof. Dr. Walter's extensive experience and knowledge in the field of cardiovascular surgery make him an exceptional doctor. He has published over 400 scientific publications, showcasing his dedication to research and staying up-to-date with advancements in his field. His research focuses on stroke prevention in AF, the impact of COVID-19 on aortic conditions, and the evaluation and treatment of patients with pulmonary embolisms. His affiliation with the University Hospital Frankfurt am Main of Goethe-University further adds to his credibility and expertise. Patients can trust that they receive the highest quality care from Dr. Walter and his team. In summary, Prof. Dr. med. Thomas Walter is an esteemed doctor specializing in cardiovascular surgery. With his vast experience, numerous scientific publications, and dedication to research, he is considered an expert in his field. Patients can feel confident in their care under his expertise at the Department of Cardiovascular Surgery at the University Hospital Frankfurt am Main of Goethe-University."
